Facility,Survey Item,Response,Auditor-assigned Category,Re-assigned response?,Translated?,Original Language,space_size,maintenance,parking_availability,parking_cost,parking_safety,parking_external_pressure,hours,accessibility_location,equity_comparison,general_satisfaction,non_substantive,programming_content,booking_policy,any_code
George Washington Carver Museum,Please let us know if you have any additional feedback about the Carver Museum's facilities.,Needs brighter lights outside and near the parking lot!,Suggestion,False,False,English,False,True,False,False,False,False,False,False,False,False,False,False,False,True
George Washington Carver Museum,Please let us know if you have any additional feedback about the Carver Museum's facilities.,We enjoy scheduling performances at Carver.  Since the maximum seating capacity is 150 it cannot always accommodate our need for audience capacity.,,False,False,English,True,False,False,False,False,False,False,False,False,False,False,False,False,True
George Washington Carver Museum,Please let us know if you have any additional feedback about the Carver Museum's facilities.,my biggest concern is the lack of available transportation for my child to field trips while in camp.  It is apparently a BIG deal for the camp to have access to wheelchair accessible transportation and it shouldn't be.  There have been a number of transportation issues as a result.  I hope this issue will be rectified as it really is my biggest issue with the program.,Negative,False,False,English,False,False,False,False,False,False,False,True,False,False,False,False,False,True
George Washington Carver Museum,Please let us know if you have any additional feedback about the Carver Museum's facilities.,"1.) None at  this time.
2.) Need  for better weekend and evening hours.",Suggestion,False,False,English,False,False,False,False,False,False,True,False,False,False,False,False,False,True
George Washington Carver Museum,Please let us know if you have any additional feedback about the Carver Museum's facilities.,"I think the Carver would benefit from a one-level, multi-use room for holding small conferences and community meetings.  The auditorium in fine but dangerous for use by elderly citizens.",Suggestion,False,False,English,True,False,False,False,False,False,False,True,False,False,False,False,False,True
George Washington Carver Museum,Please let us know if you have any additional feedback about the Carver Museum's facilities.,"1.) The Boyd Vance Theater has seats that are falling apart and unusable.
2.) The Boyd Vance theater space is being underutilized for theater performance as it was originally intended.",Negative,False,False,English,False,True,False,False,False,False,False,False,False,False,False,True,False,True
George Washington Carver Museum,Please let us know if you have any additional feedback about the Carver Museum's facilities.,The Carver Museum is one of the most accessible facilities in the City.  The facility is going on 15 years.  I wish there was a bond package to expand the facility.,Positive,False,False,English,True,False,False,False,False,False,False,False,False,True,False,False,False,True
George Washington Carver Museum,Please let us know if you have any additional feedback about the Carver Museum's facilities.,"Our band has outgrown the stage, but it is a human sized venue.  Many small high school bands would do well here.",Positive,False,False,English,True,False,False,False,False,False,False,False,False,False,False,False,False,True
George Washington Carver Museum,Please let us know if you have any additional feedback about the Carver Museum's facilities.,A bigger Carver would be nice.,Suggestion,False,False,English,True,False,False,False,False,False,False,False,False,False,False,False,False,True
George Washington Carver Museum,Please let us know if you have any additional feedback about the Carver Museum's facilities.,Rooms very dirty,Negative,False,False,English,False,True,False,False,False,False,False,False,False,False,False,False,False,True
George Washington Carver Museum,Please let us know if you have any additional feedback about the Carver Museum's facilities.,"1.) Leaking roof and lighting problems
2.) The Museum is poorly run. There is no standard museum 5 year strategic plan, extremely limited display rotation, poor facility maintenance, and the Genealogy Center is  understaffed and is not open for more than four hours a day to the public.",Negative,False,False,English,False,True,False,False,False,False,False,False,False,False,False,False,False,True
George Washington Carver Museum,Please let us know if you have any additional feedback about the Carver Museum's facilities.,Some major infrastructure needs have been identified for years and not been attended to. For example the roof and making sure that the space where donated material for exhibits was controlled. In addition when will phase II of the plan be started?,Negative,False,False,English,True,True,False,False,False,False,False,False,False,False,False,False,False,True
George Washington Carver Museum,Please let us know if you have any additional feedback about the Carver Museum's facilities.,"1.) This is a vital space for a community that has been displaced and replaced. It seems as a matter of equity to over compensate this space for thag
2.) This is the only cultural center that has been grossly under funded and underkept. Staff does the best they can with so little.",Negative,False,False,English,False,False,False,False,False,False,False,False,True,False,False,False,False,True
George Washington Carver Museum,Please let us know if you have any additional feedback about the Carver Museum's facilities.,Would be nice if more night lights at the parking area,Suggestion,False,False,English,False,True,False,False,False,False,False,False,False,False,False,False,False,True
George Washington Carver Museum,Please let us know if you have any additional feedback about the Carver Museum's facilities.,"I have both parked and ridden a bus to the Carver, and I was happy to see that the bus runs more frequently.",,False,False,English,False,False,False,False,False,False,False,True,False,False,False,False,False,True
George Washington Carver Museum,Please let us know if you have any additional feedback about the Carver Museum's facilities.,"The estetic is lovely. I think it has the  best set  up, in comparison  to the other cultural centers.",Positive,False,False,English,False,False,False,False,False,False,False,False,True,True,False,False,False,True
George Washington Carver Museum,Please let us know if you have any additional feedback about the Carver Museum's facilities.,See anove,,False,False,English,False,False,False,False,False,False,False,False,False,False,True,False,False,True
George Washington Carver Museum,Please let us know if you have any additional feedback about the Carver Museum's facilities.,The place is beautiful. Could use more plants in the court yard.,Suggestion,False,False,English,False,False,False,False,False,False,False,False,False,True,False,True,False,True
George Washington Carver Museum,Please let us know if you have any additional feedback about the Carver Museum's facilities.,Well run with good facilities.,Positive,True,False,English,False,False,False,False,False,False,False,False,False,True,False,False,False,True
George Washington Carver Museum,Please let us know if you have any additional feedback about the Carver Museum's facilities.,"I believe the Museum is a great facility, but the childrens section is old and outdated.",Negative,True,False,English,False,True,False,False,False,False,False,False,False,True,False,False,False,True
George Washington Carver Museum,Please let us know if you have any additional feedback about the Carver Museum's facilities.,nice meeting room for community agencies,Positive,True,False,English,False,False,False,False,False,False,False,False,False,True,False,False,False,True
